Mixin,Field name,ORIG Field name,Data type,Precision,Multiple,Description,Internal field name,ORIG Internal field name,defaultValue,defaultLanguage,indexInId,indexInParents,queryNames,isInstanciable,isStorage,isDefinition,Has Mixins,Inherits,fieldAndMixins,isHistorizable,isContributable,documentation,maxScan,storageModel,importDefaultOnly,importAutolinkedOnly,useIdForParent,evalAsJs,dontEncodeIdInUri,jsFunctionToEval,isInRefMixin,useIdForRefMixin,useParentForRefMixin,specificToCountryLanguage,queryLimit,aliasedStorageNames,readonly,queryBeforeCreate
geon3it:Provincia_0,geon:displayName.v,,String,,,,geon3it:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.0.v,,String,,,,geon3it:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.1.v,,String,,,,geon3it:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.2.v,,String,,,,geon3it:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.3.v,,String,,,,geon3it:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3it:Provincia_0,geon:displayName.4.v,,String,,,,geon3it:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:idIso,,String,,,,geon3es:idIso,,,,1,,,,false,,geon3:Nuts3_0,,,,,,,,,,false,,,,,,,ES,,geo:idIso,,
geon3es:Provincia_0,geon:idStat,,String,,,,geon3es:idStat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:nationalId,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name,,i18n,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,geo:name,,
geon3es:Provincia_0,geon:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.v,,String,,,,geon3es:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.0.v,,String,,,,geon3es:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.1.v,,String,,,,geon3es:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.2.v,,String,,,,geon3es:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.3.v,,String,,,,geon3es:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:name.4.v,,String,,,,geon3es:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:country,,geoco:Country_0,,,,,,ES,,0,,,,,,,,,,,,,,,,,,,,,,,,,geo:country,,
geon3es:Provincia_0,geon:parent,,geon:Nuts_0,,,LATER OPT subtype it ES ???,__noautolinking,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:parent.geon:idIso,,String,,,,geon2es:idIso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:parent.geon:country.geoco:idIso,,String,,,,geocoes:idIso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName,,i18n,,,"Display : «geon3es:name, geocoes:name», which is a way for citizen to uniquely identify a NUTS 3 in Spain",,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
geon3es:Provincia_0,geon:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.v,,String,,,,geon3es:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.0.v,,String,,,,geon3es:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.1.v,,String,,,,geon3es:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.2.v,,String,,,,geon3es:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.3.v,,String,,,,geon3es:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3es:Provincia_0,geon:displayName.4.v,,String,,,,geon3es:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:idIso,,String,,,,geon3bg:idIso,,,,1,,,,false,,geon3:Nuts3_0,,,,,,,,,,false,,,,,,,BG,,geo:idIso,,
geon3bg:Област_0,geon:idStat,,String,,,,geon3bg:idStat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:nationalId,,String,,,,geon3bg:nationalId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name,,i18n,,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,geo:name,,
geon3bg:Област_0,geon:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.v,,String,,,,geon3bg:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.0.v,,String,,,,geon3bg:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.1.v,,String,,,,geon3bg:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.2.v,,String,,,,geon3bg:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.3.v,,String,,,,geon3bg:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:name.4.v,,String,,,,geon3bg:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:country,,geoco:Country_0,,,,,,BG,,0,,,,,,,,,,,,,,,,,,,,,,,,,geo:country,,
geon3bg:Област_0,geon:parent,,geon:Nuts_0,,,LATER OPT subtype it ES ???,__none,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName,,i18n,,,"Display : «geon3bg:name, geocobg:name», which is a way for citizen to uniquely identify a NUTS 3 in Bulgaria",,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
geon3bg:Област_0,geon:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName.v,,String,,,,geon3bg:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName.0.v,,String,,,,geon3bg:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName.1.v,,String,,,,geon3bg:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName.2.v,,String,,,,geon3bg:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3bg:Област_0,geon:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
